Article.ID,Author,Journal,Year,Consumer.Sp,Habitat,Trophic.Level,Defence,Comparison.ID,mean,n,sd,Trait,n_foods,treat,Trait_type,M.F
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c74,1.241860465,4,0.265849659,Prop.Mass.Change,3,mix,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c75,0.339534884,11,0.455956314,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c75,0.534883721,11,0.573622459,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c75,0.562790698,11,0.544205923,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c75,0.213953488,11,0.279457096,Prop.Mass.Change,3,mix,Size,any
a36,Douglass,Ecology Letters,2008,Palaemonetes_vulgaris,Marine,Secondary.Consumer,N,c76,0.518518519,13,1.299038106,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Palaemonetes_vulgaris,Marine,Secondary.Consumer,N,c76,0.018518519,13,0.12830006,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Palaemonetes_vulgaris,Marine,Secondary.Consumer,N,c76,0.319444444,13,0.433012702,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Palaemonetes_vulgaris,Marine,Secondary.Consumer,N,c76,0.305555556,13,0.465087717,Prop.Mass.Change,3,mix,Size,any
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c77,2.057424791,12,1.117172846,Egg.Production.Rate,1,single,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c77,2.677448435,12,1.326642755,Egg.Production.Rate,2,mix,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c77,4.518572099,12,1.536112663,Egg.Production.Rate,2,mix,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c77,8.275366935,12,3.63081175,Egg.Production.Rate,2,mix,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c78,1.562887164,10,1.061049775,Egg.Production.Rate,1,single,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c78,1.252784351,10,0.985260505,Egg.Production.Rate,2,mix,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c78,4.151126259,10,2.576932085,Egg.Production.Rate,2,mix,Repro,F
a37,Duarte,Insects,2021,Pronematus_ubiquitus,Terrestrial,Secondary.Consumer,N,c78,9.929428108,10,3.107456973,Egg.Production.Rate,2,mix,Repro,F
a38,Dunbar,Annals of the Entomological Society of America,1972,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c333,18,31,0.766811581,Days.to.maturity,1,single,DevTime,any
a38,Dunbar,Annals of the Entomological Society of America,1972,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c333,18.91,32,1.22490816,Days.to.maturity,2,mix,DevTime,any
a38,Dunbar,Annals of the Entomological Society of America,1972,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c79,124.9,10,57.6,Fecundity,1,single,Repro,F
a38,Dunbar,Annals of the Entomological Society of America,1972,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c79,263.8,12,108.1219682,Fecundity,2,mix,Repro,F
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.034959269,71,0.00946674,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.030857813,62,0.01155608,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.02829252,70,0.012288425,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.064443841,73,0.016983472,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.062219205,73,0.016246083,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.054706492,69,0.012200092,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.04343841,70,0.017348796,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.041895581,72,0.013932932,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.04103604,71,0.011649022,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.021579857,74,0.009666394,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.017478894,71,0.00727919,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.017983214,64,0.006907645,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.020702049,59,0.0119292,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.017453962,62,0.006796132,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.017958776,57,0.006511648,Growth.Rate,1,single,Size,any
a39,Enright,Journal of Experimental Marine Biology and Ecology,1986,Ostrea_edulis,Marine,Primary.Consumer,N,c80,0.065502592,65,0.011835828,Growth.Rate,5,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,12.5,10,5.1,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,22.9,10,9.9,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,135.4,10,64.7,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,112,10,40.9,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,35.9,10,12.7,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,48.2,10,21.2,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,81.7,10,23.2,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,135.7,10,42.7,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,154.7,10,47.3,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,193.2,10,36,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,48.7,10,13.6,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,209.4,10,53.3,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,137.8,10,63.1,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,140,10,45.2,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Crassostrea_virginica,Marine,Primary.Consumer,N,c81,150.8,10,40.6,%.Weight.Gain,4,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,98.9,15,33.9,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,258.5,15,109.8,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,297.9,15,68.7,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,353.6,15,140.4,%.Weight.Gain,1,single,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,197.2,15,107.9,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,349.2,15,146.6,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,143.8,15,49.2,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,427.9,15,144.9,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,340.5,15,198.2,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,504.4,15,201.5,%.Weight.Gain,2,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,420.2,15,127.3,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,597.9,15,255.4,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,474.9,15,230,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,293.4,15,95.4,%.Weight.Gain,3,mix,Size,any
a40,Epifanio,Aquaculture,1979,Mercenaria_mercenaria,Marine,Primary.Consumer,N,c82,561.1,15,193.5,%.Weight.Gain,4,mix,Size,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,56.94189602,11,16.24656413,Life.Span,1,single,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,10.91743119,11,17.60044447,Life.Span,1,single,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,17.98165138,11,11.50798292,Life.Span,1,single,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,10.06116208,11,12.18492309,Life.Span,1,single,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,60.58103976,11,14.89268378,Life.Span,3,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,34.03669725,11,15.56962395,Life.Span,3,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,46.45259939,11,14.21574361,Life.Span,4,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,61.86544343,11,14.89268378,Life.Span,2,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,32.11009174,11,12.18492309,Life.Span,2,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,38.74617737,11,13.53880344,Life.Span,3,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,55.87155963,11,18.27738464,Life.Span,2,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,9.847094801,11,16.24656413,Life.Span,2,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,31.89602446,11,16.24656413,Life.Span,3,mix,Longevity,any
a41,Eubanks,Ecology,1999,Geocoris_punctipes,Terrestrial,Secondary.Consumer,N,c83,29.5412844,11,14.21574361,Life.Span,2,mix,Longevity,any
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c315,4.2,16,0.929516003,Female.Development.Time,1,single,DevTime,F
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c315,4.9,9,1.103086579,Female.Development.Time,1,single,DevTime,F
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c315,4,53,0.865332306,Female.Development.Time,2,mix,DevTime,F
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c316,5.1,4,0.692820323,Male.Development.Time,1,single,DevTime,M
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c316,6.6,8,2.116601049,Male.Development.Time,1,single,DevTime,M
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c316,5.4,22,2.382939361,Male.Development.Time,2,mix,DevTime,M
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c84,0.88,17,0.84,Daily.Egg.Production,1,single,Repro,F
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c84,1,10,0.81,Daily.Egg.Production,1,single,Repro,F
a42,Farfan,Experimental and Applied Acarology,2014,Proprioseiopsis_mexicanus,Terrestrial,Secondary.Consumer,N,c84,1.4,13,0.831384388,Daily.Egg.Production,2,mix,Repro,F
a43,Fawki,Journal of Applied Entomology,2005,Amara_similata,Terrestrial,Secondary.Consumer,N,c85,19.81,33,2.432447327,Weight,1,single,Size,any
a43,Fawki,Journal of Applied Entomology,2005,Amara_similata,Terrestrial,Secondary.Consumer,N,c85,19.04,21,2.862167011,Weight,2,mix,Size,any
a43,Fawki,Journal of Applied Entomology,2005,Amara_similata,Terrestrial,Secondary.Consumer,N,c85,21.59,8,3.201359086,Weight,2,mix,Size,any
a43,Fawki,Journal of Applied Entomology,2005,Amara_similata,Terrestrial,Secondary.Consumer,N,c85,23.32,11,2.118726032,Weight,2,mix,Size,any
a44,Fisker,Physiological Entomoloty,2004,Pardosa_prativaga,Terrestrial,Secondary.Consumer,Y,c86,0.057,28,0.194,Growth.Rate,1,single,Size,any
a44,Fisker,Physiological Entomoloty,2004,Pardosa_prativaga,Terrestrial,Secondary.Consumer,N,c86,2.81,34,2.282,Growth.Rate,1,single,Size,any
a44,Fisker,Physiological Entomoloty,2004,Pardosa_prativaga,Terrestrial,Secondary.Consumer,Y,c86,1.141,30,1.424,Growth.Rate,2,mix,Size,any
a44,Fisker,Physiological Entomoloty,2004,Pardosa_prativaga,Terrestrial,Secondary.Consumer,N,c87,0.64,34,0.822,Growth.Rate,1,single,Size,any
a44,Fisker,Physiological Entomoloty,2004,Pardosa_prativaga,Terrestrial,Secondary.Consumer,N,c87,0.09,19,0.388,Growth.Rate,2,mix,Size,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c89,0.88,20,1.52561463,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c89,29.75,20,6.14604751,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c89,31.77,20,4.751199848,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c89,33.24,20,3.312763197,GI,3,mix,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c90,4.4,20,4.838377827,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c90,24.02,20,7.148594267,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c90,23.97,20,6.799882352,GI,1,single,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c90,27.13,20,5.535801658,GI,3,mix,Repro,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c88,26.04528745,20,3.952619563,Live.Weight,1,single,Size,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c88,48.41302504,20,5.709339368,Live.Weight,1,single,Size,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c88,53.85413177,20,6.588457786,Live.Weight,1,single,Size,any
a45,Foster,Marine Biology,1999,Turbo_sarmaticus,Marine,Primary.Consumer,N,c88,55.96998238,20,5.270917932,Live.Weight,3,mix,Size,any
a46,Foster,PeerJ,2015,Strongylocentrotus_purpuratus,Marine,Primary.Consumer,N,c91,11.24595697,7,2.983496419,Weight.Gain,1,single,Size,any
a46,Foster,PeerJ,2015,Strongylocentrotus_purpuratus,Marine,Primary.Consumer,N,c91,9.732984109,7,2.590806459,Weight.Gain,1,single,Size,any
a46,Foster,PeerJ,2015,Strongylocentrotus_purpuratus,Marine,Primary.Consumer,N,c91,5.905697745,7,1.491676446,Weight.Gain,1,single,Size,any
a46,Foster,PeerJ,2015,Strongylocentrotus_purpuratus,Marine,Primary.Consumer,N,c91,5.001640651,7,1.256148586,Weight.Gain,1,single,Size,any
a46,Foster,PeerJ,2015,Strongylocentrotus_purpuratus,Marine,Primary.Consumer,N,c91,9.373798809,7,2.512297172,Weight.Gain,4,mix,Size,any
a47,Frias,Journal of Shellfish Research,2010,Crassostrea_gigas,Marine,Primary.Consumer,N,c92,102.82,128,8.19,Live.Weight,1,single,Size,any
a47,Frias,Journal of Shellfish Research,2010,Crassostrea_gigas,Marine,Primary.Consumer,N,c92,100.65,108,10.32,Live.Weight,1,single,Size,any
a47,Frias,Journal of Shellfish Research,2010,Crassostrea_gigas,Marine,Primary.Consumer,N,c92,96.54,107,4.9,Live.Weight,2,mix,Size,any
a48,Galley,Aquaculture International,2010,Mytilus_edulis,Marine,Primary.Consumer,N,c93,5.6,20,0.6,Growth.Rate,1,single,Size,any
a48,Galley,Aquaculture International,2010,Mytilus_edulis,Marine,Primary.Consumer,N,c93,5.6,20,1.3,Growth.Rate,1,single,Size,any
a48,Galley,Aquaculture International,2010,Mytilus_edulis,Marine,Primary.Consumer,N,c93,8,20,0.07,Growth.Rate,2,mix,Size,any
a48,Galley,Aquaculture International,2010,Mytilus_edulis,Marine,Primary.Consumer,N,c93,8,20,0.03,Growth.Rate,2,mix,Size,any
a49,Gao,Freshwater Biology,2022,Moina_belli,Marine,Primary.Consumer,Y,c94,942.4821002,30,123.383251,Size,1,single,Size,any
a49,Gao,Freshwater Biology,2022,Moina_belli,Marine,Primary.Consumer,Y,c94,836.5155131,30,269.9008615,Size,1,single,Size,any
a49,Gao,Freshwater Biology,2022,Moina_belli,Marine,Primary.Consumer,Y,c94,925.2983294,30,154.2290637,Size,2,mix,Size,any
a50,Gosselin,Journal of the Marine Biological Association of the United Kingdom,2013,Spirobranchus_cariniferus,Marine,Primary.Consumer,N,c95,282.6773742,12,43.64258927,Body.Length,1,single,Size,any
a50,Gosselin,Journal of the Marine Biological Association of the United Kingdom,2013,Spirobranchus_cariniferus,Marine,Primary.Consumer,N,c95,310.8756851,12,13.09852768,Body.Length,1,single,Size,any
a50,Gosselin,Journal of the Marine Biological Association of the United Kingdom,2013,Spirobranchus_cariniferus,Marine,Primary.Consumer,N,c95,314.075356,12,39.27528575,Body.Length,1,single,Size,any
a50,Gosselin,Journal of the Marine Biological Association of the United Kingdom,2013,Spirobranchus_cariniferus,Marine,Primary.Consumer,N,c95,306.7478342,12,30.55082735,Body.Length,2,mix,Size,any
a50,Gosselin,Journal of the Marine Biological Association of the United Kingdom,2013,Spirobranchus_cariniferus,Marine,Primary.Consumer,N,c95,340.7375801,12,54.11261592,Body.Length,3,mix,Size,any
a51,Gutierrez,Aquaculture,1999,Chorus_giganteus,Marine,Secondary.Consumer,N,c96,0.550112731,6,0.335185062,Live.Weight,1,single,Size,any
a51,Gutierrez,Aquaculture,1999,Chorus_giganteus,Marine,Secondary.Consumer,N,c96,0.24906115,6,0.156647524,Live.Weight,1,single,Size,any
a51,Gutierrez,Aquaculture,1999,Chorus_giganteus,Marine,Secondary.Consumer,N,c96,0.50793476,6,0.335174799,Live.Weight,2,mix,Size,any
a52,Hagele,Oecologia,1999,Miramella_alpina,Terrestrial,Primary.Consumer,Y,c97,0.200477555,12,0.03547207,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Miramella_alpina,Terrestrial,Primary.Consumer,Y,c97,0.18037425,12,0.026604052,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Miramella_alpina,Terrestrial,Primary.Consumer,Y,c97,0.229783732,9,0.049145635,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Miramella_alpina,Terrestrial,Primary.Consumer,Y,c97,0.14015106,9,0.04915736,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Miramella_alpina,Terrestrial,Primary.Consumer,Y,c97,0.230898855,13,0.069453206,Live.Weight,6,mix,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.401902342,12,0.035478944,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.36308031,11,0.02959363,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.352273151,11,0.02959363,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.377620435,12,0.031038061,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.373551687,12,0.079812157,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Callimorpha_dominula,Terrestrial,Primary.Consumer,Y,c98,0.429647762,12,0.031038061,Live.Weight,6,mix,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.39210667,8,0.095491147,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.36263882,12,0.088666426,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.350542431,11,0.050751601,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.299690336,9,0.041588826,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.319687931,10,0.076209743,Live.Weight,1,single,Size,any
a52,Hagele,Oecologia,1999,Cylindrotoma_distinctissima,Terrestrial,Primary.Consumer,Y,c99,0.391768817,9,0.090746186,Live.Weight,6,mix,Size,any
a53,Hauge,Entomologica Experimentalis et Applicata,1998,Coccinella_septempunctata,Terrestrial,Secondary.Consumer,N,c100,28.164,15,17.09937426,Live.Weight,1,single,Size,any
a53,Hauge,Entomologica Experimentalis et Applicata,1998,Coccinella_septempunctata,Terrestrial,Secondary.Consumer,N,c100,22.032,9,6.929646456,Live.Weight,1,single,Size,any
a53,Hauge,Entomologica Experimentalis et Applicata,1998,Coccinella_septempunctata,Terrestrial,Secondary.Consumer,N,c100,31.732,18,19.06524041,Live.Weight,1,single,Size,any
a53,Hauge,Entomologica Experimentalis et Applicata,1998,Coccinella_septempunctata,Terrestrial,Secondary.Consumer,N,c100,29.537,13,20.26499445,Live.Weight,3,mix,Size,any
a54,Heath,Aquaculture International,1997,Solea_solea,Marine,Secondary.Consumer,N,c101,1.03,23,0.093808315,Length,1,single,Size,any
a54,Heath,Aquaculture International,1997,Solea_solea,Marine,Secondary.Consumer,N,c101,1.1,24,0.09591663,Length,1,single,Size,any
a54,Heath,Aquaculture International,1997,Solea_solea,Marine,Secondary.Consumer,N,c101,1.06,25,0.09797959,Length,2,mix,Size,any
a55,Holm,Entomologia Experimentalis et Applicata,2021,Adalia_bipunctata,Terrestrial,Secondary.Consumer,N,c302,17.10638298,14,0.920566283,Development.Time,1,single,DevTime,any
a55,Holm,Entomologia Experimentalis et Applicata,2021,Adalia_bipunctata,Terrestrial,Secondary.Consumer,N,c302,16.25531915,15,1.114536243,Development.Time,2,mix,DevTime,any
a56,Hvam,The Journal of Arachnology,2005,Oligolophus_tridens,Terrestrial,Secondary.Consumer,N,c102,18.08127784,17,2.507149535,Live.Weight,1,single,Size,any
a56,Hvam,The Journal of Arachnology,2005,Oligolophus_tridens,Terrestrial,Secondary.Consumer,N,c102,18.46212809,18,2.584310588,Live.Weight,1,single,Size,any
a56,Hvam,The Journal of Arachnology,2005,Oligolophus_tridens,Terrestrial,Secondary.Consumer,N,c102,10.3785129,3,2.659962813,Live.Weight,1,single,Size,any
a56,Hvam,The Journal of Arachnology,2005,Oligolophus_tridens,Terrestrial,Secondary.Consumer,N,c102,17.30857807,12,2.598665721,Live.Weight,5,mix,Size,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,6.601226994,48,2.018843073,Development.Time,1,single,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,9.104294479,20,2.353270595,Development.Time,1,single,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,7.337423313,25,3.606610664,Development.Time,2,mix,DevTime,any
a57,Janssen,Journal of Animal Ecology,2003,Frankliniella_occidentalis,Terrestrial,Secondary.Consumer,N,c325,5.644171779,15,0.550918879,Development.Time,2,mix,DevTime,any
